Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
DLAXWULAMBVPFO-LJQANCHMNA-N,CHEMBL1958332,79246,A,8.07,chembl20,805902,10116,HTR3A,2102,C1(C=C(C=NN1C2=C(C=CC=N2)C)C=3C=CC(=CC3)OCCCN4[C@@H](CCC4)C)=O
DZZIAERGLDKTBT-UHFFFAOYNA-N,49783415,3359,A,5.45457,pubchem,517063,9606,HTR3A,2102,O(CC1CCN(CC1)CCCC)C(=O)C=2C=C(OC)C(N)=CC2
FALASSBEVXPICK-BDGWVKIONA-N,CHEMBL225600,3359,A,5.66,chembl20,578446,9606,HTR3A,2102,C=1C(=CC=2NC(N(C(C2C1)=O)CCC)=O)C(NCCN3CCCCC3)=O
FBESFXOTONWCII-WYUMXYHSNA-N,CHEMBL2169975,3359,A,6.33,chembl20,864726,9606,HTR3A,2102,N1=C(N=C(C2=CC(=CC=C12)Cl)NC)N3CC(C3)N(C)C
FBGLUXQASNAMOM-PKANNQFQNA-O,71720442,3359,A,7.08092,pubchem,727994,9606,HTR3A,2102,O1C=2C(=C(C3=C1C=C(N(C)C)C=C3)C=4C(=CC(=CC4)C(=O)NCCCCCNC(=O)CCN5C6=C(C(=C5)CCN)C=C(O)C=C6)C(=O)O)C=CC(=[N+](C)C)C2
DVZVHBUJNRUJGK-UHFFFAOYNA-N,CHEMBL229999,3359,N,4.52,chembl20,445995,9606,HTR3A,2102,C1=CC=C2N3CC=4N(CC3=C(C2=C1)C[N+](C)(CC5=CC=C(C=C5)N(=O)=O)C)C6=C(C4C[N+](CC7=CC=C(C=C7)N(=O)=O)(C)C)C=CC=C6
DWGFHYJCLFQFTA-VEWCPZSHNA-N,CHEMBL224766,3359,A,5.66,chembl20,578446,9606,HTR3A,2102,C=1C(=CC=2NC(N(C(=O)C2C1)C)=O)C(NCCN3CCCCC3)=O
FFNWMBDISAYHDC-UHFFFAOYNA-N,CHEMBL287045,3359,A,6.9,chembl20,564428,9606,HTR3A,2102,C(C1=C(C=C(C(=C1)Cl)N)OC)(=O)OCCN(CC)CC
FGDWUDRNOXESRS-UHFFFAOYNA-N,53237669,3359,A,7.284,pubchem,712522,9606,HTR3A,2102,S(C=1C(N2CCNCC2)=CC=CC1)C=3C(OC)=CC=CC3
FIHYFNQYURHDIC-UHFFFAOYNA-N,11328306,3359,A,7.0716,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(N=C2CCCCCC21)=CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
FIJJTIJVCAYUQE-SPEPDGBUNA-N,CHEMBL223951,3359,A,5.68,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCCCC3)=O)CC4=CC=CC=C4Cl)=O
FELGMEQIXOGIFQ-UHFFFAOYNA-N,CHEMBL46,3359,A,10.05,chembl20,880244,9606,HTR3A,2102,O=C1C2=C(N(C3=C2C=CC=C3)C)CCC1CN4C(=NC=C4)C
FELGMEQIXOGIFQ-UHFFFAOYNA-N,CHEMBL46,79246,A,9.8,chembl20,880241,10116,HTR3A,2102,O=C1C2=C(N(C3=C2C=CC=C3)C)CCC1CN4C(=NC=C4)C
FEPROLQKWGDFKU-UHFFFAOYNA-N,11213399,3359,A,7.57349,pubchem,536968,9606,HTR3A,2102,S1C=2N=C(N(N)C(=O)C2C(=C1C)C)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
FEROPKNOYKURCJ-GPQMBLKYNA-N,CHEMBL18041,3359,A,9.41,chembl20,1283847,9606,HTR3A,2102,C1(C(NC2CN3CCC2CC3)=O)=C(C=C(C(=C1)Cl)N)OC
FEROPKNOYKURCJ-GPQMBLKYNA-N,CHEMBL18041,79246,A,9.22,chembl20,3401,10116,HTR3A,2102,C1(C(NC2CN3CCC2CC3)=O)=C(C=C(C(=C1)Cl)N)OC
FEROPKNOYKURCJ-NOQCQUFMNA-N,CHEMBL1628595,3359,A,8.7,chembl20,689168,9606,HTR3A,2102,C1=C(C(C(N[C@@H]2CN3CCC2CC3)=O)=CC(=C1N)Cl)OC([3H])([3H])[3H]
FEROPKNOYKURCJ-WYGZFEBSNA-N,CHEMBL28992,3359,A,9.0,chembl20,689121,9606,HTR3A,2102,C1(C(N[C@@H]2CN3CCC2CC3)=O)=C(C=C(C(=C1)Cl)N)OC
FEROPKNOYKURCJ-WYGZFEBSNA-N,CHEMBL28992,79246,A,9.64,chembl20,3404,10116,HTR3A,2102,C1(C(N[C@@H]2CN3CCC2CC3)=O)=C(C=C(C(=C1)Cl)N)OC
FDKJLUOOFWBTDY-HNNXBMFYNA-N,CHEMBL1643883,3359,A,8.77,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC3=NN(C(C=C1)=C32)C)[C@@H]4C5CCN(C4)CC5)=O
FDKJLUOOFWBTDY-OAHLLOKONA-N,53324551,3359,A,9.1549,pubchem,552106,9606,HTR3A,2102,O=C1N([C@H]2C3CCN(C2)CC3)CC4=NN(C5=C4C1=CC=C5)C
DVTRMRRJKIYJHT-LILDFLRNNA-N,CHEMBL421747,3359,A,9.0,chembl20,3465,9606,HTR3A,2102,C=1(N=C(CC=2N=CNC2C)SC1)C=3C=4N=CC=CC4C=CC3
FOVPMEXFLUOBRL-CQSZACIVNA-N,69937654,3359,A,6.15428,pubchem,1141224,9606,HTR3A,2102,S1(=O)(=O)N2CCN([C@H]3C4CCN(C3)CC4)C(=O)C=5C2=C(N1)C=CC5
FPAYIRCICWYDAX-UHFFFAOYNA-N,CHEMBL136978,79246,A,9.1,chembl20,592418,10116,HTR3A,2102,C=1C(=C2C(=CC1)N=C(N3CCN(CC3)C)C4=CC=CN24)C
FKCDNDBJVOQPJB-VEORKLDJNA-N,CHEMBL225485,3359,N,4.87,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCN3C(CCCC3)CC)=O)=O)CC4=CC=C(C=C4)Cl)=O
FKFNPTZCZKTCNF-GPQMBLKYNA-N,CHEMBL414183,3359,A,7.9,chembl20,766545,9606,HTR3A,2102,C1(=NC2=CC=CC=C2N=C1O)N3CCN(CC3)C
FKNBNSUXUZHSKP-MIHJWAIRNA-N,CHEMBL598804,3359,A,8.14,chembl20,612614,9606,HTR3A,2102,C1(=CC=C2C(=C1)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O)O
FMIJNFTZRSVGEY-HCXDKFGHNA-N,70691518,79246,A,7.17393,pubchem,652569,10116,HTR3A,2102,O=C(NCCCCCCCCNC(=O)C1=C(C(N2CCN(CC2)C)=NC=3C1=CC=CC3)C)C4=C(C(N5CCN(CC5)C)=NC=6C4=CC=CC6)C
FKYWSGYMKJUZEP-ZOBUZTSGNA-N,CHEMBL1224527,3359,N,3.06,chembl20,652920,9606,HTR3A,2102,C1(=C(C=CC=2[C@@H]3CNCC[C@H]3[C@@H](CC12)C4=CC=CC=C4)O)O
FLGSUSWMWSZVMP-LNNLXFCONA-N,CHEMBL1242923,3359,A,6.0,chembl20,659608,9606,HTR3A,2102,C=1C=CC(CC(=O)NC2CCN(CC2)CCCN3C(COC4=C3C=CC=C4)=O)=CC1
BRNJLENJYHXKEL-PKSOQXRJNA-N,CHEMBL566522,79246,A,9.17,chembl20,592418,10116,HTR3A,2102,C1=C(C=C2N=C(N3CCN(CC3)CC4=CNC=N4)C=5N(C=CC5)C2=C1)F
BSAYMXGAHRLDCA-RTBURBONNA-N,CHEMBL503427,3359,N,4.3,chembl20,566267,9606,HTR3A,2102,C(#CC1=CC2=C(C=C1)OCC2)[C@@H]3C[C@H](CN4CCCCC4)C(=O)N3C
BSNKYWSMUAGMDO-UHFFFAOYNA-N,11184481,15561,A,6.57025,pubchem,460741,10090,HTR3A,2102,O1C(N2C3CCN(CC3)CC2)=NC=4N=C(C=CC14)C
BSNKYWSMUAGMDO-UHFFFAOYNA-N,11184481,3359,A,8.30103,pubchem,460743,9606,HTR3A,2102,O1C(N2C3CCN(CC3)CC2)=NC=4N=C(C=CC14)C
BTAHQEQRFWNWKD-GNGLVOITNA-N,CHEMBL3084775,3359,A,7.23,chembl20,674333,9606,HTR3A,2102,[C@H]12N(C)[C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)N5[C@@H](CNC[C@H]5C)C)=O
BTAHQEQRFWNWKD-GTCIPBPLNA-N,24769783,3359,A,8.61979,pubchem,526452,9606,HTR3A,2102,O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)N5[C@H](CNC[C@@H]5C)C
BTAHQEQRFWNWKD-NLAFUWLINA-N,76320683,3359,A,7.42829,pubchem,526452,9606,HTR3A,2102,O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)N5[C@H](CNC[C@H]5C)C
BTAHQEQRFWNWKD-OLIJDHPLNA-N,76335155,3359,A,7.22621,pubchem,526452,9606,HTR3A,2102,O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)N5[C@@H](CNC[C@H]5C)C
BTAHQEQRFWNWKD-PHNNOWGMNA-N,CHEMBL3084776,3359,A,8.62,chembl20,674333,9606,HTR3A,2102,[C@H]12N(C)[C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)N5[C@H](CNC[C@@H]5C)C)=O
BTAHQEQRFWNWKD-YOWPWNQQNA-N,CHEMBL3084774,3359,A,7.43,chembl20,674333,9606,HTR3A,2102,[C@H]12N(C)[C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)N5[C@H](CNC[C@H]5C)C)=O
BQFFJFYYLYTLCC-HCKMINDGNA-N,CHEMBL489664,3359,A,7.83,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(=C1)N=C(N3CCN(CC3)C)N=C2NCCO)Cl
BSCUUFDNCBQNPG-UHFFFAOYNA-N,CHEMBL1278087,3359,A,7.81,chembl20,684849,9606,HTR3A,2102,N1=C(N(C(C=2C=CC=C(C12)C)=O)N)CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
HTBCXNBZJPZOBH-DIHYWRQONA-N,CHEMBL2179862,3359,N,4.81,chembl20,877365,9606,HTR3A,2102,C1CN2[C@H]([C@@H](C1CC2)NC(=O)C3=NC=C4C(=C3)C=CC=C4)CC=5C=CC=NC5
HSWHSJUFDDMBTI-XBXBPLPCNA-N,CHEMBL1086333,3359,A,5.11,chembl20,634700,9606,HTR3A,2102,C=1C=C(C=CC1NC(NCCCCN2CCCCC2)=O)C3=CC=CC=C3OC
HXAMYUTYZROIIP-JJFURXLTNA-N,CHEMBL2402897,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,S(=O)(=O)(N1CCN(CCN2CCC(CNC(C3=C4C(=CC=C3)N=C(N4)C(C)C)=O)CC2)CC1)C
AJQZLGNJRZQIRM-UHFFFAOYNA-N,CHEMBL607857,15561,A,7.77,chembl20,611799,10090,HTR3A,2102,C12CCN(CCN1C3=NC4=C(O3)C=C(C=C4)C)CC2
AJTVQZWUKUPHIP-LQFNOIFHNA-N,CHEMBL1210703,3359,A,6.0,chembl20,643571,9606,HTR3A,2102,C1(NC(C=2SC(=C(C3=CC=CC=C3)C2)N4CCOCC4)=O)=C(C=C(C=C1)C)C
CEKDIBLPETYROS-UHFFFAOYNA-N,11276604,15561,A,5.67366,pubchem,460741,10090,HTR3A,2102,O1C(N2C3CCN(CC3)CC2)=NC=4C1=CC=NC4
CGNLROWYSDSBMN-MIHJWAIRNA-N,CHEMBL596951,3359,A,9.77,chembl20,612614,9606,HTR3A,2102,C1=CC=C2C(=C1O)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O
WZTXOCTVZQCERW-VEWCPZSHNA-N,CHEMBL128,3359,A,8.03,chembl20,3459,9606,HTR3A,2102,S(O)(O)(=CC=1C=C2C(=CNC2=CC1)CCN(C)C)=NC
XMHFWRPPOBJMML-UHFFFAOYNA-N,CHEMBL1277007,3359,A,7.23,chembl20,684849,9606,HTR3A,2102,N=1C(N(C(C2CCCCC12)=O)N)=CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=C(C4)C
XKGPHJMKJBEURD-UHFFFAOYNA-N,CHEMBL3104093,3359,A,6.3,chembl20,1283847,9606,HTR3A,2102,C12=C(CCN3C=4C1=CC=CC4C5=C3CCN(C5)C)C=CC=C2
XPDKHWGJPIAGSI-GHTAUHPDNA-N,CHEMBL3084439,3359,A,8.92,chembl20,800919,9606,HTR3A,2102,O=S(=O)(NCCCN1C=2C=CC=CC2C(=N1)C(N[C@@H]3C[C@H]4N([C@H](CCC4)C3)C)=O)C5=CC=CC=6C5=CC=CC6N(C)C
XPDKHWGJPIAGSI-SQRYDZRYNA-N,76313418,3359,A,8.92082,pubchem,643471,9606,HTR3A,2102,S(=O)(=O)(NCCCN1N=C(C(=O)NC2C[C@@H]3N([C@H](C2)CCC3)C)C4=C1C=CC=C4)C=5C6=C(C(N(C)C)=CC=C6)C=CC5
YHOYHBANAWEKNE-UHFFFAOYNA-N,CHEMBL1277462,3359,A,7.19,chembl20,684849,9606,HTR3A,2102,C1(=NC2=C(C(N1N)=O)C=CC=N2)SCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
HIWIXUJADKOVEP-UHFFFAOYNA-N,CHEMBL597843,15561,A,6.24,chembl20,611799,10090,HTR3A,2102,C12CCN(CC1)CCN2C3=NC=4C(O3)=CC=CN4
HIWIXUJADKOVEP-UHFFFAOYNA-N,CHEMBL597843,3359,A,6.24,chembl20,851152,9606,HTR3A,2102,C12CCN(CC1)CCN2C3=NC=4C(O3)=CC=CN4
HGRHWEAUHXYNNP-UHFFFAOYNA-N,CHEMBL2391541,3359,A,5.0,chembl20,965131,9606,HTR3A,2102,C=1(C=CC2=C(C1)C(=CN2)CCN(CC=C)CC=C)OC
HCRXUFYSLPXCDW-LILDFLRNNA-N,715494,79246,A,7.95078,pubchem,375321,10116,HTR3A,2102,O=C(O)CN1CCN(CC1)C=2N=C3C(=CC2)C=CC=C3
HLMKBCUKQMBYDR-UHFFFAOYNA-N,CHEMBL1277280,3359,A,7.16,chembl20,684849,9606,HTR3A,2102,N1=C(N(C(C2=CC=CC=C12)=O)N)SCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4
HFOUMBDMIJJHCK-BEDMIXEBNA-N,45485619,3359,A,5.60206,pubchem,447476,9606,HTR3A,2102,ClC1=CC(C(=O)NCCN(C[C@H]2[C@@](O)(CCCC2)C=3C=C(O)C=CC3)C)=C(OC)C=C1N
HFOUMBDMIJJHCK-LELJVTLKNA-N,46906000,3359,A,5.55284,pubchem,447476,9606,HTR3A,2102,ClC1=CC(C(=O)NCCN(CC2C(O)(CCCC2)C=3C=C(O)C=CC3)C)=C(OC)C=C1N
HFOUMBDMIJJHCK-OCXOFTHYNA-N,CHEMBL569357,3359,A,5.51,chembl20,598654,9606,HTR3A,2102,C1CCC[C@@H]([C@]1(C2=CC=CC(=C2)O)O)CN(CCNC(C3=C(C=C(C(=C3)Cl)N)OC)=O)C
HHKROCCRVVBZNW-JMSNTWBFNA-N,24178523,3359,A,9.22185,pubchem,526452,9606,HTR3A,2102,O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)N5[C@H](COC[C@@H]5C)C
HHKROCCRVVBZNW-OIKAGBJDNA-N,CHEMBL3084769,3359,A,9.22,chembl20,674333,9606,HTR3A,2102,[C@H]12N(C)[C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)N5[C@H](COC[C@@H]5C)C)=O
INMZEMMKDSQLJN-HPRFPMAVNA-N,CHEMBL2402900,3359,N,4.1,chembl20,971714,9606,HTR3A,2102,S(=O)(=O)(N(CC(CN1CCC(CNC(C2=C3C(=CC=C2)N=C(N3)C(C)C)=O)CC1)O)C)C
IFZNYQPTDBKBSE-UHFFFAOYNA-N,CHEMBL2204357,3359,A,7.54,chembl20,880265,9606,HTR3A,2102,N1(CCNCC1)C=2C(=CC=CC2)SC=3C(=C(C=CC3)C)C
IIYHWTVUYIYKKG-OXSSKLTMNA-N,CHEMBL231047,3359,N,4.0,chembl20,445995,9606,HTR3A,2102,C=1C=C2C(N3C=C4[C@@H]5N(C=C6[C@H]3C27[C@@H]8C[C@H]6/C(/C[N+]8(CC7)C)=C\CO)C9=C(C=CC=C9)[C@@]5%10CC[N+]%11([C@H]%10C[C@H]4/C(/C%11)=C\CO)C)=CC1
IJQKBGDDQMPHRI-MIHJWAIRNA-N,46233594,3359,A,6.5544,pubchem,461556,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@H](C1)CCC2)C)C3=NN(C=4C3=CC=C(O)C4)C
IKBKZGMPCYNSLU-CVLUXRRANA-N,5362436,3359,A,5.6,pubchem,758781,9606,HTR3A,2102,O(C1=CC=2C(=CNC2C=C1)C=NN/C(=N/CCCCC)/N)C
IKBKZGMPCYNSLU-ZZWUVVNPNA-N,CHEMBL76370,3359,A,5.6,chembl20,971714,9606,HTR3A,2102,C=1(C=2C(=CC=C(C2)OC)NC1)/C=N/N=C(N)NCCCCC
ILEZUEGFQWZUOZ-FVXCAPTGNA-N,76316952,3359,A,7.78781,pubchem,526452,9606,HTR3A,2102,FC1=CC=C(C=2OC=3C(N2)=C(C(=O)NC4C[C@@H]5N([C@H](C4)CCC5)C)C=CC3)C=C1
ILEZUEGFQWZUOZ-GSQNISDMNA-N,CHEMBL3084780,3359,A,7.79,chembl20,674333,9606,HTR3A,2102,[C@H]12N([C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)C5=CC=C(C=C5)F)=O)C
IMXFSNJHDBFECE-NVFMGMGINA-N,CHEMBL1272121,3359,A,7.44,chembl20,674333,9606,HTR3A,2102,C1C2[C@@H](CN(C1)CC2)NC(C3=C4C(=CC=C3)OC(=N4)NCC)=O
GUUAJKBOCMZUJW-XQJVRFBCNA-N,9976826,3359,A,7.22185,pubchem,690391,9606,HTR3A,2102,O=C(N[C@@H]1C2CCN(C1)CC2)C=3OC4=C(C3)C=CC=C4C=5C(OC)=CC=CC5
GTIKAAJNYPWELX-UHFFFAOYNA-N,11464531,3359,A,7.34008,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(=NC2=C1C=CC=C2)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
GTMRUYCIJSNXGB-UHFFFAOYNA-N,11173546,3359,A,6.82391,pubchem,690443,9606,HTR3A,2102,N1(CC2C(C1)CN(C2)C3=NN=C(C=C3)C=4C=CC=CC4)C
HAMAPMMCMQNNBY-UHFFFAOYNA-N,21864917,3359,A,7.25181,pubchem,712522,9606,HTR3A,2102,S(C=1C(N2CCNCC2)=CC=CC1)C3=CC=C(C=C3)C
HAPCFLOUZRUZSM-LQFNOIFHNA-N,CHEMBL492395,79246,A,8.66,chembl20,523350,10116,HTR3A,2102,N1=C(C=2N(C=CC2)C3=C1C=C(C=C3)F)N4CCN(CC4)CC(=NO)O
GXBMTEAMDOVNLO-TVSYJCFYNA-N,10355682,3359,A,5.82074,pubchem,780308,9606,HTR3A,2102,O=C\1N(/C(/N(/C1=C/C=2C=3C(NC2)=CC=CC3)C)=N\C)C
GVXOUUHOWGMCHF-UHFFFAOYNA-N,11244122,15561,A,5.67428,pubchem,460741,10090,HTR3A,2102,O1C(N2C3CCN(CC3)CC2)=NC=4N=CC(=CC14)C5=CC=CC=C5
JHISKEZJFUUGOR-SKKVRFOWNA-N,CHEMBL2402899,3359,N,4.4,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CCN4CCN(CC4)C(C)=O)=O)NC(=N2)C(C)C
JIWMRJSKGUAANW-UHFFFAOYNA-N,11752512,3359,A,7.383,pubchem,536968,9606,HTR3A,2102,S1C2=C(CCCC2)C3=C1N=C(SCCCN4CCN(CC4)C=5N=C6C(=CC5)C=CC=C6)N(N)C3=O
JIXSQOGACRDRDG-UHFFFAOYNA-N,CHEMBL2205040,3359,A,6.59,chembl20,880265,9606,HTR3A,2102,N1(CCNCC1)C=2C(=CC=C(C2)C)SC=3C=CC(=CC3)C
JCHBKINXCIYGSB-DOXWYPEBNA-N,76320660,3359,A,6.70115,pubchem,643471,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4)CCCNC(=O)C5=CC6=C(OC5=O)C=C(N(CC)CC)C=C6
JCHBKINXCIYGSB-KNUIZFDFNA-N,CHEMBL3084431,3359,A,6.7,chembl20,800919,9606,HTR3A,2102,[C@@H]12CCC[C@@H](C[C@H](NC(=O)C3=NN(CCCNC(C=4C(OC5=C(C4)C=CC(=C5)N(CC)CC)=O)=O)C=6C=CC=CC63)C1)N2C
JCMOIELRWILJKV-FQEVSTJZNA-N,53321868,3359,A,7.63078,pubchem,552106,9606,HTR3A,2102,FC1=CC=C(N2N=C3CN([C@@H]4C5CCN(C4)CC5)C(=O)C=6C3=C2C=CC6)C=C1
JCMOIELRWILJKV-HXUWFJFHNA-N,53317929,3359,A,8.10237,pubchem,552106,9606,HTR3A,2102,FC1=CC=C(N2N=C3CN([C@H]4C5CCN(C4)CC5)C(=O)C=6C3=C2C=CC6)C=C1
JBPBJYKHTQKMKP-UHFFFAOYNA-N,71455625,3359,A,6.19314,pubchem,710780,9606,HTR3A,2102,FC1=C2N=C(OCC3CCN(CC3)CCC)C4=C(N=CC=C4)C2=CC=C1
JBVRKZZSTULWTO-OAHLLOKONA-N,69937162,3359,A,9.30103,pubchem,1141224,9606,HTR3A,2102,ClC=1C=C2C(=O)N([C@H]3C4CCN(C3)CC4)CCN5N=CC(=C52)C1
JBVRKZZSTULWTO-OAHLLOKONA-N,CHEMBL3261483,15561,A,6.75,chembl20,1350972,10090,HTR3A,2102,C1=C(C=C2C=3N(N=C2)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5)Cl
JAHLECOUHIQGMD-ZEAXPUFNNA-N,70689424,79246,A,7.16115,pubchem,652569,10116,HTR3A,2102,O=C(NCCCCCCCCNC=1C=2CCCCC2N=C3C1C=CC=C3)C4=C(C(N5CCN(CC5)C)=NC=6C4=CC=CC6)C
IWAHUQRZIUVMSG-PJQSKVNONA-N,CHEMBL224246,3359,A,5.24,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCCN3CCCCC3)=O)=O)CC4=CC=C(C=C4)Cl)=O
IYUQYZMILCFRJI-INIZCTEONA-N,69937258,3359,A,7.17005,pubchem,1141224,9606,HTR3A,2102,O=C1N([C@@H]2C3CCN(C2)CC3)CCN4C5=C1C=CC=C5C=C4
IYUQYZMILCFRJI-MRXNPFEDNA-N,CHEMBL3261479,3359,A,8.51,chembl20,1350968,9606,HTR3A,2102,C1=CC=C2C=3N(C=C2)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5
JAKRIQWSQWQJHM-UHFFFAOYNA-N,CHEMBL2397268,79246,A,6.12,chembl20,968969,10116,HTR3A,2102,C1=C(C=C2C(=C1)C(N(CC2)C(C=3C=CC=C(C3)Br)=O)COC4=CC=C(C=C4)OC)OCC5=CC=CC=C5
JSWZEAMFRNKZNL-GPQMBLKYNA-N,2099,3359,A,9.30103,pubchem,552106,9606,HTR3A,2102,O=C1N(CCC=2N(C=3C(C21)=CC=CC3)C)CC=4N=CNC4C
JTIOAVUBNSKIPD-FUNVUKJBNA-N,76313432,79246,A,7.49485,pubchem,455453,10116,HTR3A,2102,O(C1C[C@@H]2N[C@@H](CC2)C1)C(=O)C=3NC=4C(C3)=CC=CC4
JTIOAVUBNSKIPD-ITGUQSILNA-N,CHEMBL3084706,79246,A,7.49,chembl20,606511,10116,HTR3A,2102,[C@H]12N[C@H](C[C@H](C1)OC(=O)C=3NC4=C(C3)C=CC=C4)CC2
JQLTWKBKUQSAIX-KPBOYRJQNA-N,70685201,79246,A,7.82391,pubchem,652569,10116,HTR3A,2102,O=C(NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C1=C(C(N2CCN(CC2)C)=NC=3C1=CC=CC3)C)C4=C(C(N5CCN(CC5)C)=NC=6C4=CC=CC6)C
JRKIQFPYQPIURM-SPEPDGBUNA-N,CHEMBL225484,3359,A,5.68,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCCCC3)=O)CC4=CC=CC=C4F)=O
HMQQYASRCXSQBR-FVXCAPTGNA-N,76313435,3359,A,7.13194,pubchem,526452,9606,HTR3A,2102,ClC=1C=CC(C=2OC3=C(C(=O)NC4C[C@@H]5N([C@H](C4)CCC5)C)C=CC=C3N2)=CC1
HMQQYASRCXSQBR-GSQNISDMNA-N,CHEMBL3084759,3359,A,7.13,chembl20,674333,9606,HTR3A,2102,[C@H]12N([C@H](CCC1)C[C@H](C2)NC(C3=C4OC(=NC4=CC=C3)C=5C=CC(=CC5)Cl)=O)C
HOMWNUXPSJQSSU-UHFFFAOYNA-N,CHEMBL288591,3359,A,9.34,chembl20,864726,9606,HTR3A,2102,N1=C(N2CCN(CC2)C)C=CC=3C1=CC=CC3
HNDAZSYDBSRFST-UHFFFAOYNA-N,CHEMBL123137,3359,A,8.33,chembl20,864726,9606,HTR3A,2102,N1=C(N2CCN(CC2)C)C=NC=3C1=CC=CC3
HQYLURGLNKLOQJ-QLBOUFTONA-N,CHEMBL499536,3359,N,4.89,chembl20,851152,9606,HTR3A,2102,C=1C(=C([C@@H](OC(N[C@H]2C3CCN(C2)CC3)=O)C)C=CC1)F
HRBNJCZQEOOCBP-JJFURXLTNA-N,CHEMBL2402903,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,S(=O)(=O)(N1CCC(CN2CCC(CNC(C3=C4C(=CC=C3)N=C(N4)C(C)C)=O)CC2)CC1)C
HKFMQJUJWSFOLY-OAQYLSRUNA-N,CHEMBL220808,3359,A,8.22,chembl20,462123,9606,HTR3A,2102,C1=CC=C2O[C@H](CCC2=C1)CNCC3=CC(=CN=C3)C4=CC=C(C=C4)F
HKGCNQMLKXHLLZ-UHFFFAOYNA-N,CHEMBL608726,15561,A,5.47,chembl20,611799,10090,HTR3A,2102,C12CCN(CCN1C3=NC4=C(O3)C=C(C=N4)C)CC2
