Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
HKJSZEAARPYKSF-PWIKPTQSNA-N,CHEMBL2402901,3359,N,4.3,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CC(CN(C(=O)OC)C)O)=O)NC(=N2)C(C)C
HKZXJCJPMIJTDL-MZSATQPUNA-N,CHEMBL596758,3359,A,6.63,chembl20,612614,9606,HTR3A,2102,C1=C(OC)C=C2C(=C1)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O
HBDDFXLYKUDJNH-UHFFFAOYNA-N,46179771,15561,A,5.9431,pubchem,460741,10090,HTR3A,2102,O1C(N2C3CCN(CC3)CC2)=NC4=NC(N5CCCCC5)=CC=C14
GCMUORFKRVZJNW-UHFFFAOYNA-N,CHEMBL597842,15561,A,8.47,chembl20,611799,10090,HTR3A,2102,C12CCN(CCN1C3=NC4=C(O3)C=CC(=C4)C)CC2
GHCKERHPOQWERJ-UHFFFAOYNA-N,CHEMBL148204,3359,A,6.0,chembl20,766545,9606,HTR3A,2102,N1=C2C(C=CC(=C2)N)=CC=3C1=CC=CC3
GSAVAAKDTVSQKT-HIPGWPFMNA-N,76327858,3359,A,8.72354,pubchem,461556,9606,HTR3A,2102,O=C(NC1C[C@H]2N([C@@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4)CCCN
GSAVAAKDTVSQKT-WKNPBHLHNA-N,CHEMBL2309589,3359,A,8.72,chembl20,612614,9606,HTR3A,2102,C1=CC=C2C(C(=NN2CCCN)C(N[C@@H]3C[C@@H]4CCC[C@@H](N4C)C3)=O)=C1
GSEARIWHWZTSPV-UHFFFAOYNA-N,11374124,3359,A,7.34104,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(=NC=2C1=CC(=CC2)C)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
GLWWAUFFFXRHOL-UHFFFAOYNA-N,CHEMBL489060,3359,A,8.18,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(N=C(N3CCN(CC3)C)N=C2N(C)C)=C1)Cl
GNITVWLUINGTBR-WYUMXYHSNA-N,CHEMBL489062,3359,A,8.95,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(N=C(N3CCN(CC3)C)N=C2NC)=C1)Cl
GRQDDYOXJKSBNX-YHSKDTNENA-N,CHEMBL2169970,3359,A,8.84,chembl20,864726,9606,HTR3A,2102,N=1C(=CC(=C2C=CC=CC12)N)N3CCN(CC3)C
IRNHNTVMAZMVND-UHFFFAOYNA-N,53237667,3359,A,7.19382,pubchem,712522,9606,HTR3A,2102,S(C=1C(N2CCNCC2)=CC=CC1)C=3C=C(C=CC3)C
IQJBDRJDMXGXFH-OSNXYGPANA-N,62705129,3359,A,6.1831,pubchem,780308,9606,HTR3A,2102,BrC=1C=2C(/C=C\3/N(C(N(C3=O)C)=N)C)=CNC2C=CC1
IONCWLLKDMISKP-UHFFFAOYNA-N,CHEMBL2204363,3359,A,8.14,chembl20,880265,9606,HTR3A,2102,N1(CCNCC1)C=2C(=CC=CC2)SC=3C(=CC(=CC3)C)Cl
IOUSMYRYFCYRJU-MPIMZMORNA-N,CHEMBL184770,3359,A,5.0,chembl20,932184,9606,HTR3A,2102,N1N=C2C=C(CCN3CCN(CC3)C4=C(C(C)=CC=C4)C)C=CC2=N1
IPKZCLGGYKRDES-YXSUSBOTNA-N,9930121,79246,A,6.20066,pubchem,331229,10116,HTR3A,2102,O=C(N[C@@H]1C2CCN(C1)CC2)C3=NC=C4OC=CC4=C3
ISRIWKVGGLFNBT-SPEPDGBUNA-N,CHEMBL224008,3359,A,5.57,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(NCCN3CCCCC3)=O)=O)CC4=CC=CC(=C4)OC)=O
IQDHHFRBYSXXIU-UHFFFAOYNA-N,24995995,79246,A,7.52288,pubchem,648454,10116,HTR3A,2102,O(CCCN1CCCCC1)C2=CC=C(C=C2)C3=CC(=O)N(N=C3)C
IQDHHFRBYSXXIU-UHFFFAOYNA-N,CHEMBL1958134,3359,A,7.89,chembl20,805903,9606,HTR3A,2102,C1(C=C(C=NN1C)C=2C=CC(=CC2)OCCCN3CCCCC3)=O
JJKSXCUVAHBTLA-UHFFFAOYNA-N,CHEMBL2169973,3359,A,6.69,chembl20,864726,9606,HTR3A,2102,N=1C(=CC=C2C(=CC=CC12)N)N3CCN(CC3)C
JJNKQQZKWYVYGT-UHFFFAOYNA-N,CHEMBL2205035,3359,A,6.57,chembl20,880265,9606,HTR3A,2102,N1(CCNCC1)C=2C(=CC=CC2)OC=3C(=CC(=CC3)C)C
JMUQZICSXGDWKN-UAZVUVBBNA-N,CHEMBL415569,3359,N,4.52,chembl20,445995,9606,HTR3A,2102,C1=CC=C2N3C=C4[C@H](N(C5=CC=CC=C5)[C@H]6[C@H]7[C@H]3[C@@]8(C2=C1)CC[N+]9(C%10CCCC=C%10)[C@H]8C[C@H]7C(=CCO6)C9)[C@H]%11CC[N+]%12([C@H]%11C[C@H]4/C(/C%12)=C\CO)C%13CCCC=C%13
JLRCCKQYIBQABB-DLGLGFIGNA-N,CHEMBL19114,79246,A,5.13,chembl20,3410,10116,HTR3A,2102,C=12C=C(C(=O)N)C=CC1OC=C2CCN
JLUNJQZXCXTHSJ-UHFFFAOYNA-N,CHEMBL605573,15561,A,5.17,chembl20,611799,10090,HTR3A,2102,C1=C(N=C2C(OC(=N2)N3C4CCN(CC4)CC3)=C1)OC5=CC=CC=C5
JOEZRUWANPRMKY-INIZCTEONA-N,CHEMBL1643886,3359,A,8.7,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC3=NN(C(C=C1)=C32)CC)[C@@H]4C5CCN(C4)CC5)=O
JOEZRUWANPRMKY-MRXNPFEDNA-N,CHEMBL1643887,3359,A,8.8,chembl20,700634,9606,HTR3A,2102,C1=C2C(N(CC3=NN(C(C=C1)=C32)CC)[C@H]4C5CCN(C4)CC5)=O
JOKSOQGSLVTYPP-YIRBZYSLNA-N,CHEMBL1277561,3359,A,6.6,chembl20,684899,9606,HTR3A,2102,N1([C@H]2CCC(=C3N=C4C(C(N3N)=O)CCCC4)CC2)CCN(C=5N=C6C=CC=CC6=CC5)CC1
KWVHDIHZHBHZBJ-KSGLLHJINA-N,CHEMBL598803,3359,A,6.43,chembl20,612614,9606,HTR3A,2102,C1=CC=C2C(C(C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O)=NN2C)=C1OCC5=CC=CC=C5
KJVGBWURWKYDCH-YGPBECBDNA-N,CHEMBL475331,3359,A,10.29,chembl20,864726,9606,HTR3A,2102,C1=CC2=NC(=NC(=C2C=C1)N)N3CCN(CC3)C
JIGWWGDIEUWCOR-UHFFFAOYNA-N,CHEMBL3235480,3359,A,6.64,chembl20,1335278,9606,HTR3A,2102,S1(=O)(=O)C=2C(C=3C1=CC(=CC3)N4C5CCN(CC4)CC5)=CC=CC2F
LMTXWHZJQVZDNU-UHFFFAOYNA-N,CHEMBL137621,79246,A,8.66,chembl20,592418,10116,HTR3A,2102,C=1C=NC=2N=C(N3CCN(CC3)CC4=CC=CC=C4)C=5N(C=CC5)C2C1
LPVJMOSCTXWSBO-UHFFFAOYNA-N,CHEMBL597681,15561,A,6.9,chembl20,611799,10090,HTR3A,2102,C12CCN(CC1)CCN2C3=NC4=C(O3)N=C(C=C4)C
LPYIFDLQYWSXGD-SKKVRFOWNA-N,CHEMBL2401750,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CC4CCN(CC4)C(C)=O)=O)NC(=N2)C(C)C
LQLAPWUVEHKEPV-UHFFFAOYNA-N,53237436,3359,A,7.4437,pubchem,712522,9606,HTR3A,2102,S(C=1C(N2CCNCC2)=CC=CC1)C3=CC=C(OC)C=C3
LQUXBKWFRHQNFV-QWOVJGMINA-N,44157831,79246,A,7.18709,pubchem,375321,10116,HTR3A,2102,FC1=CC=2N=C(N3CCN(CC3)CC4=NNN=N4)C=5N(C2C=C1)C=CC5
LQUXBKWFRHQNFV-UYBDAZJANA-N,CHEMBL466456,79246,A,7.19,chembl20,523350,10116,HTR3A,2102,N=1C=2C=C(C=CC2N3C(C1N4CCN(CC4)CC5=NN=NN5)=CC=C3)F
LLZLRXCVMYYKBH-OKPOJWAQNA-N,23155976,3359,A,7.35458,pubchem,536968,9606,HTR3A,2102,S1C2=C(CCCC2)C3=C1N=C(SCCCN4CCN(CC4)C=5N=C6C(=CC5)C=CC=C6)N=C3O
HBDLBTSITBUDIR-GOSISDBHNA-N,CHEMBL1945843,3359,A,8.96,chembl20,805907,9606,HTR3A,2102,O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C=3C=NN(C=4N=CC=CC4)C(C3)=O
HBDLBTSITBUDIR-GOSISDBHNA-N,CHEMBL1945843,79246,A,8.8,chembl20,805908,10116,HTR3A,2102,O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C=3C=NN(C=4N=CC=CC4)C(C3)=O
HBDLBTSITBUDIR-SFHVURJKNA-N,CHEMBL1958328,3359,A,7.96,chembl20,805903,9606,HTR3A,2102,C1(C=C(C=NN1C2=CC=CC=N2)C=3C=CC(=CC3)OCCCN4[C@H](CCC4)C)=O
HBDLBTSITBUDIR-SFHVURJKNA-N,CHEMBL1958328,79246,A,7.54,chembl20,805902,10116,HTR3A,2102,C1(C=C(C=NN1C2=CC=CC=N2)C=3C=CC(=CC3)OCCCN4[C@H](CCC4)C)=O
GVOCXQUIZNWEMU-YAQRNVERNA-N,14712103,3359,N,,pubchem,616534,9606,HTR3A,2102,N(CCC=1NC=NC1)CC2=CC=CC=C2
GTUIQNHJSXQMKW-UHFFFAOYNA-N,24795080,3359,A,6.1549,pubchem,704948,9606,HTR3A,2102,ClC=1OC(C(=O)N2CC3C(C2)CNC3)=CC1
GTUIQNHJSXQMKW-UHFFFAOYNA-N,CHEMBL2179529,15561,A,5.6,chembl20,872694,10090,HTR3A,2102,C12CN(CC1CNC2)C(=O)C3=CC=C(O3)Cl
IBPWGZKZWJYGLA-SREBMQDQNA-N,CHEMBL15056,3359,A,9.48,chembl20,462123,9606,HTR3A,2102,C=1(C2=C(CCCC2)N=C3C1C=CC=C3)NCCC4=CC=C(C=C4)OCCCN5CCCCC5
IATGNHOMUXVGCQ-QNMPHTIANA-N,CHEMBL1272232,3359,A,8.33,chembl20,674333,9606,HTR3A,2102,C1C2[C@@H](CN(C1)CC2)NC(C3=C4C(=CC(=C3)Cl)OC(=N4)N)=O
LAVUQEXAFISFHO-LELJVTLKNA-N,CHEMBL1210515,3359,A,5.1,chembl20,643571,9606,HTR3A,2102,N1(C(=O)C(CC(=N1)C2CCCCC2)=CC3=CC=CO3)CC(=O)NC4CC5=C(C4)C=CC=C5
LDGNYEXMQRXXIW-UHFFFAOYNA-N,CHEMBL2169890,3359,A,8.13,chembl20,864726,9606,HTR3A,2102,N1=C(N=CC2=CC(=CC=C12)Cl)N3CCN(CC3)C
LCGYRMCRRGNDFQ-MPIMZMORNA-N,CHEMBL490072,3359,A,7.1,chembl20,864726,9606,HTR3A,2102,C1=C(C=C2C(=NC(N3CCN(CC3)C)=NC2=C1)NCCC4=CC=CC=C4)Cl
LBXVOPLYLDLZEV-UYBDAZJANA-N,CHEMBL295155,79246,A,8.05,chembl20,3404,10116,HTR3A,2102,C1(C(NC2C3CN4CC2CC(C4)C3)=O)=C(C=C(C(=C1)Cl)N)OC
KMAHQUWVTWBRDK-JTLRUVFGNA-N,CHEMBL597984,3359,A,7.23,chembl20,612614,9606,HTR3A,2102,C1=CC=C2C(C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4CC5=CC=CC=C5)C3)=O)=C1
KMQUSSWWYBEKHN-ACWQOLICNA-N,CHEMBL3084444,3359,A,6.68,chembl20,800919,9606,HTR3A,2102,O=C(C=1C(=CC=C(NC(NCCOCCOCCOC=2C=CC=C3C2N(N=C3C(N[C@H]4C[C@@H]5N([C@@H](CCC5)C4)C)=O)C)=S)C1)C6=C7C(OC=8C6=CC=C(C8)O)=CC(C=C7)=O)O
KMQUSSWWYBEKHN-DTHQEKEPNA-N,76309736,3359,A,6.68194,pubchem,643471,9606,HTR3A,2102,S=C(NC1=CC(=C(C=2C3=C(OC=4C2C=CC(=O)C4)C=C(O)C=C3)C=C1)C(O)=O)NCCOCCOCCOC=5C=6N(N=C(C(=O)NC7C[C@@H]8N([C@H](C7)CCC8)C)C6C=CC5)C
KOTAZQOZDGBEDN-XBTAAFKLNA-N,CHEMBL2180836,3359,N,4.5,chembl20,877121,9606,HTR3A,2102,C1CCCCCN1CCCC(NC=2C=C(NN2)C3=CC=C(C=C3)OC)=O
KKQAFQIZABQOOY-JIUYJQJDNA-N,CHEMBL3084441,3359,A,8.72,chembl20,800919,9606,HTR3A,2102,N(C(=O)C=1C(OC=2C=C(C=CC2C1)N(CC)CC)=O)CCOC3=CC=CC4=C3N(N=C4C(N[C@H]5C[C@@H]6CCC[C@@H](N6C)C5)=O)C
KKQAFQIZABQOOY-VUSNXNKCNA-N,76324305,3359,A,8.72125,pubchem,643471,9606,HTR3A,2102,O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4OCCNC(=O)C5=CC6=C(OC5=O)C=C(N(CC)CC)C=C6)C
KINBZTGMJRQTER-XBXBPLPCNA-N,CHEMBL224648,3359,N,4.8,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCOCC3)=O)CC4=CC=C(C=C4)Cl)=O
KMWRABRPTOODHP-UHFFFAOYNA-N,CHEMBL2181189,3359,A,6.15,chembl20,878523,9606,HTR3A,2102,C=1C=C(C=2C(C1)=C3C(=C(N2)OCC4CCN(CC4)CCC)C=CC=C3)F
KOCIMJYSVMTYIG-UHFFFAOYNA-N,53237892,3359,A,7.48149,pubchem,712522,9606,HTR3A,2102,S(C=1C(N2CCNCC2)=CC=CC1)C3=CC(=C(C=C3)C)C
JXEWFPXPEYRYSN-XBXBPLPCNA-N,CHEMBL224159,3359,N,4.7,chembl20,578446,9606,HTR3A,2102,C1=CC=2C(N(C(NC2C=C1C(=O)NCCN3CCOCC3)=O)CC4=CC=C(C=C4)F)=O
KDTJORYHBNCAEH-HQWBRPTQNA-N,CHEMBL2011589,79246,A,7.15,chembl20,809641,10116,HTR3A,2102,N1=C(C(=C(C2=CC=CC=C12)C(=O)NCCCCCCNC=3C4=CC=CC=C4N=C5CCCCC35)C)N6CCN(CC6)C
LTNICOZLLWAENB-CATZCVBWNA-N,CHEMBL2402896,3359,A,5.9,chembl20,971714,9606,HTR3A,2102,S(=O)(=O)(N1CCN(CC(CN2CCC(CNC(C=3C4=C(C=C(C3)Cl)N=C(N4)C(C)C)=O)CC2)O)CC1)C
LUAPLNWRHHWKLK-UHFFFAOYNA-N,CHEMBL63863,3359,A,8.84,chembl20,3480,9606,HTR3A,2102,C=1(N(C2=CC=CC=C2N1)CC3=CC4=CC=CC=C4C=C3)N5CCNCC5
LZFIKFXIHTZOJR-HCKMINDGNA-N,CHEMBL1824048,3359,A,8.8,chembl20,766545,9606,HTR3A,2102,C=1C=C2C(NC(=N2)C=C3CCN(CC3)C)=CC1Cl
LZFIKFXIHTZOJR-WYUMXYHSNA-N,56672434,3359,A,8.80134,pubchem,616534,9606,HTR3A,2102,ClC1=CC=2N=C(NC2C=C1)C=C3CCN(CC3)C
MREMSPSMZSVSJS-UHFFFAOYNA-N,CHEMBL2181171,3359,A,6.17,chembl20,878523,9606,HTR3A,2102,C1=2C(C=3C(N=C1OCC4CCN(CCC)CC4)=CC=CC3)=NC=CC2
MRKYTIJPEALHEE-LILDFLRNNA-N,CHEMBL558226,3359,A,8.92,chembl20,3469,9606,HTR3A,2102,C1(C(NC2C3C4CC2CN(C3)C4)=O)=C(C=C(C(=C1)Cl)N)OC
MRKYTIJPEALHEE-NTTPYYNONA-N,CHEMBL2448165,79246,A,8.92,chembl20,3404,10116,HTR3A,2102,C1(C(N[C@H]2C3C4CN(CC2C4)C3)=O)=C(C=C(C(=C1)Cl)N)OC
MRKYTIJPEALHEE-WSEFQYLENA-N,CHEMBL2448137,79246,A,8.41,chembl20,3404,10116,HTR3A,2102,C1(C(N[C@@H]2C3C4CN(CC2C4)C3)=O)=C(C=C(C(=C1)Cl)N)OC
MLNBDGCWHJVZAI-UHFFFAOYNA-N,CHEMBL1276922,3359,A,7.66,chembl20,684849,9606,HTR3A,2102,N1=C(CCCCN2CCN(CC2)C=3N=C4C=CC=CC4=CC3)N(N)C(C5=C1SC6=C5CCN(C6)C(C)=O)=O
MNJNPLVXBISNSX-PBWFPOADNA-N,671690,3359,A,8.40894,pubchem,611936,9606,HTR3A,2102,ClC1=CC(C(OC2C[C@H]3N([C@H](CC3)C2)C)=O)=CC(Cl)=C1
MNJNPLVXBISNSX-UHFFFAOYNA-N,1683,3359,A,8.02687,pubchem,346456,9606,HTR3A,2102,ClC1=CC(C(OC2CC3N(C(CC3)C2)C)=O)=CC(Cl)=C1
MNJNPLVXBISNSX-WDNDVIMCNA-N,CHEMBL2107804,3359,A,8.6,chembl20,965430,9606,HTR3A,2102,C(O[C@@H]1C[C@H]2N([C@@H](C1)CC2)C)(=O)C=3C=C(C=C(C3)Cl)Cl
MNODGVITNFISIZ-FAEDXPJTNA-N,52945520,3359,A,7.86012,pubchem,526452,9606,HTR3A,2102,O=C(N[C@H]1C2CCN(C1)CC2)C3=C4N=C(OC4=CC=C3)N
KVCSJPATKXABRQ-MPIMZMORNA-N,CHEMBL356359,3359,A,6.0,chembl20,564428,9606,HTR3A,2102,C12=C(C=3C=CC=CC3N1CCCO2)C(NCC4CCN(CCCC)CC4)=O
KVRNIHXCXMCIQM-FVXCAPTGNA-N,76316953,3359,A,7.02273,pubchem,526452,9606,HTR3A,2102,FC=1C=CC(C=2OC3=C(C(=O)NC4C[C@@H]5N([C@H](C4)CCC5)C)C=CC=C3N2)=CC1
KVRNIHXCXMCIQM-GSQNISDMNA-N,CHEMBL3084784,3359,A,7.02,chembl20,674333,9606,HTR3A,2102,[C@H]12N([C@H](CCC1)C[C@H](C2)NC(C3=C4OC(=NC4=CC=C3)C=5C=CC(=CC5)F)=O)C
KVWDHTXUZHCGIO-UHFFFAOYNA-N,CHEMBL715,3359,A,6.0,chembl20,1329312,9606,HTR3A,2102,C12=C(NC3=CC=CC=C3N=C1N4CCN(CC4)C)SC(=C2)C
KSCRMMICZJKBQC-SQBIMTKRNA-N,70687357,79246,A,7.55284,pubchem,652569,10116,HTR3A,2102,O=C(NCCCCCCNC(=O)C1=C(C(N2CCN(CC2)C)=NC=3C1=CC=CC3)C)C4=C(C(N5CCN(CC5)C)=NC=6C4=CC=CC6)C
KNSUADXKFTZSIZ-RTBURBONNA-N,CHEMBL459900,3359,N,4.0,chembl20,566267,9606,HTR3A,2102,C(#CC1=CC2=C(C=C1)OC=C2)[C@@H]3C[C@H](CN4CCCCC4)C(=O)N3C
LGWFAAILRNJWJB-KAASGWQYNA-N,CHEMBL379302,3359,A,6.51,chembl20,851152,9606,HTR3A,2102,C1N2CCC([C@@H](NC(C3=CC4=C(C=C3)C=CO4)=O)C2)C1
METSJAKLYHXMLS-UHFFFAOYNA-N,49836154,3359,A,7.06248,pubchem,536968,9606,HTR3A,2102,O=C1N(N)C(N=C2C1CCCC2)=CN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5
MDDLXKDIADSAQA-UHFFFAOYNA-N,CHEMBL1277463,3359,A,7.0,chembl20,684849,9606,HTR3A,2102,C(N1CCN(C=2C=CC=3C(N2)=CC=CC3)CC1)CCSC4=NC5=C(C6=C(S5)CNCC6)C(N4N)=O
MDTICLULVWNTBA-PUXXYCQMNA-N,CHEMBL2011597,79246,A,6.9,chembl20,809641,10116,HTR3A,2102,C(CCCCCNC(=O)OC(C)(C)C)CCNC(C1=C(C(=NC=2C1=CC=CC2)N3CCN(CC3)C)C)=O
MDTKNEDEHYXCRY-OSNXYGPANA-N,62705130,3359,A,5.91257,pubchem,780308,9606,HTR3A,2102,BrC=1C=2NC=C(C2C=CC1)/C=C\3/N(C(N(C3=O)C)=N)C
MBWUFSQDLZYQLA-UHFFFAOYNA-N,53237671,3359,A,7.49485,pubchem,712522,9606,HTR3A,2102,S(C=1C(N2CCNCC2)=CC=CC1)C=3C(=CC=CC3)C
MBYAMJFNDALRJQ-OAHLLOKONA-N,49843532,3359,A,8.09151,pubchem,1141224,9606,HTR3A,2102,O=C1N([C@H]2C3CCN(C2)CC3)CCN4N=CC=5C4=C1C=CC5
MBYAMJFNDALRJQ-OAHLLOKONA-N,CHEMBL3261481,15561,A,6.75,chembl20,1350972,10090,HTR3A,2102,C=1C=CC2=C3N(N=C2)CCN(C(C13)=O)[C@H]4C5CCN(C4)CC5
MVPNSMFTWVNMPO-UHFFFAOYNA-N,CHEMBL136536,79246,A,8.06,chembl20,592418,10116,HTR3A,2102,C1=CC=C2N=C(N3CCN(CC3)CC4=CC=CC=C4)C=5N(C=CC5)C2=C1C
MUIUUGJVKFYPIF-DVIAZDKANA-N,46831055,3359,A,5.10237,pubchem,483825,9606,HTR3A,2102,O=C(NCCCCN1CCCCC1)NC2=CC=C(C=C2)C3=CC=CC=C3
MUOXAGUZMVATIC-UHFFFAOYNA-N,CHEMBL453996,3359,A,6.51,chembl20,564831,9606,HTR3A,2102,C=1C=C2C=C(C=CC2=CC1)OCC3CCNCC3
MUQUYTSLDVKIOF-ZLQAUXCTNA-N,CHEMBL3085543,3359,N,4.0,chembl20,445995,9606,HTR3A,2102,C1=CC=C2C(C34[C@@H]5C[C@H](C=6[C@@H]3N2C=C7[C@@H]8N(C6)C=9C=CC=CC9[C@@]8%10CC[N@@+]%11([C@H]%10C[C@H]7/C(/C%11)=C\CO)CC=C)/C(/C[N+]5(CC4)CC=C)=C\CO)=C1
MYBMSIDXODXJBU-UHFFFAOYNA-N,CHEMBL1276833,3359,A,7.3,chembl20,684849,9606,HTR3A,2102,N1=C(N(C(=O)C=2C(=C(C)SC21)C)N)SCCCN3CCN(CC3)C=4N=C5C(=C(C4)C)C=CC=C5
NBYYGODJBZAJJF-WOJBJXKFNA-N,CHEMBL459689,3359,N,4.6,chembl20,566267,9606,HTR3A,2102,C(#CC1=CC2=C(C=C1)N(C=C2)C)[C@H]3N(C)C(=O)[C@H](C3)CN4CCCCC4
MYXOSHHXRWCJCA-LMCIUNBQNA-N,CHEMBL3084437,3359,A,5.2,chembl20,800919,9606,HTR3A,2102,C(=S)(NC=1C=C(C(=CC1)C2=C3C=CC(C=C3OC=4C2=CC=C(C4)O)=O)C(=O)O)NCCOCCOCCN5C6=CC=CC=C6C(=N5)C(N[C@H]7C[C@@H]8CCC[C@@H](N8C)C7)=O
MYXOSHHXRWCJCA-VVWCNFPNNA-N,76335133,3359,A,5.20066,pubchem,643471,9606,HTR3A,2102,S=C(NC1=CC(=C(C=2C3=C(OC=4C2C=CC(=O)C4)C=C(O)C=C3)C=C1)C(O)=O)NCCOCCOCCN5N=C(C(=O)NC6C[C@H]7N([C@@H](C6)CCC7)C)C=8C5=CC=CC8
MZOITCJKGUIQEI-SKKVRFOWNA-N,CHEMBL2402904,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CC4CCN(CC4)C(OC)=O)=O)NC(=N2)C(C)C
NADMOKMSPBJASV-HCKMINDGNA-N,CHEMBL93919,3359,A,9.38,chembl20,3465,9606,HTR3A,2102,N=1C(C=2C(OC)=CC=CC2)=CSC1CC=3NC=NC3C
NZXGDKLTTHIYTB-NDKGDYFDNA-N,CHEMBL292066,3359,A,7.72,chembl20,3480,9606,HTR3A,2102,C1(=NC=2C=CC=CC2N1)N3CCNCC3
NWNWYYITEHIGQE-LQFNOIFHNA-N,CHEMBL33884,3359,A,5.0,chembl20,564428,9606,HTR3A,2102,N1(CCC(COC(C2=CN(C=3C=CC=CC23)C)=O)CC1)CC=NS(O)(=O)C
NYLTZSWXKJWKOY-UYBDAZJANA-N,CHEMBL571483,79246,A,8.65,chembl20,592418,10116,HTR3A,2102,C=1C(=CC=2N=C(N3CCN(CC3)CC4=CNC=N4)C=5N(C=CC5)C2C1)O
NYNPDVHTKWVOLU-PKDVVFMDNA-N,CHEMBL419496,3359,A,9.0,chembl20,851152,9606,HTR3A,2102,C=1(C(N[C@H]2CN3CCC2CC3)=O)C4=C(CCO4)C=C(C1)Cl
NVNVERQZWUUANS-XBXBPLPCNA-N,CHEMBL224389,3359,A,5.72,chembl20,578446,9606,HTR3A,2102,C=1C(=CC=2NC(N(C(C2C1)=O)C3=CC=C(C=C3)F)=O)C(=O)NCCN4CCCCC4
NTHPAPBPFQJABD-GZURDMDWNA-N,CHEMBL1643895,3359,A,10.22,chembl20,700634,9606,HTR3A,2102,O=C(C=1C2=C(N(C1)C)C=CC=C2)[C@H]3CC=4N=CNC4CC3
NTHPAPBPFQJABD-KQEWOFGYNA-N,CHEMBL1628655,3359,A,9.82,chembl20,689168,9606,HTR3A,2102,C=1(C2=CC=CC=C2N(C1)C([3H])([3H])[3H])C(C3CCC=4N=CNC4C3)=O
NTHPAPBPFQJABD-SRIDJUQPNA-N,108000,3359,A,10.2218,pubchem,552106,9606,HTR3A,2102,O=C([C@@H]1CCC=2N=CNC2C1)C=3C=4C(N(C3)C)=CC=CC4
NJSFLPPGJOTCQD-YIGIZFADNA-N,CHEMBL229998,3359,N,4.64,chembl20,445992,9606,HTR3A,2102,C=1C=C2[C@@]34CC[N+]5(CC=6[C@@H]([C@@H]7[C@@H]3N([C@H]8[C@H]9[C@H](N([C@@H]7OCC6)C%10=CC=CC=C%10)[C@@H]%11[C@@H]%12C[C@H]9C(=CCO8)C[N+]%12(CC%13=CC=C(C=C%13)N(=O)=O)CC%11)C2=CC1)C[C@@H]45)CC%14=CC=C(C=C%14)N(=O)=O
NMVUENQHTGODKP-UHFFFAOYNA-N,11680667,15561,A,6.26201,pubchem,460741,10090,HTR3A,2102,FC=1C=C2OC(N3C4CCN(CC4)CC3)=NC2=NC1C
